yt_id,genre,maingenre,artist_name,track_name,track_pop,viewCount,track_isrc,bpm,dance,timbre,instr,voice,yt_link,pl_id,emb_path,emb_path_2,feat_path
mdJgu59zUrs,new beat,industrial,The Caravan,Somewhere In Arabia,15,64991,BEN581300465,92.297454834,1.74054288864,0.526541233063,0.964735746384,0.86944103241,https://www.youtube.com/watch?v=mdJgu59zUrs,spotify:playlist:3FYtlLBnRUa6zk77HtEwXo,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/mdJgu59zUrs.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/mdJgu59zUrs.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/mdJgu59zUrs.json
cXL03VjzIDA,new beat,industrial,White House White,Ouverture,10,23920,BEI011300039,122.288894653,1.50529050827,0.432624191046,0.939421474934,0.883608102798,https://www.youtube.com/watch?v=cXL03VjzIDA,spotify:playlist:3FYtlLBnRUa6zk77HtEwXo,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/cXL03VjzIDA.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/cXL03VjzIDA.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/cXL03VjzIDA.json
9EX7Ps9_OXE,witch house,industrial,Ritualz,Third Eye Sixth Sense,34,36350,QM2PV1693114,102.523368835,1.38406658173,0.939006507397,0.98342436552,0.91472697258,https://www.youtube.com/watch?v=9EX7Ps9_OXE,spotify:playlist:0qRB6EMArr8xLzHOK7th7o,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/9EX7Ps9_OXE.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/9EX7Ps9_OXE.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/9EX7Ps9_OXE.json
irwbDpkEImU,witch house,industrial,Modern Witch,Desire,17,31613,USI4R1131686,117.933441162,1.71711075306,0.99965929985,0.996347248554,0.874811708927,https://www.youtube.com/watch?v=irwbDpkEImU,spotify:playlist:0qRB6EMArr8xLzHOK7th7o,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/irwbDpkEImU.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/irwbDpkEImU.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/irwbDpkEImU.json
DcpRPRKEDfc,witch house,industrial,Holy Other,Know Where,18,59890,GBCW31200026,84.9998168945,1.33581614494,0.985374987125,0.758863329887,0.933496892452,https://www.youtube.com/watch?v=DcpRPRKEDfc,spotify:playlist:0qRB6EMArr8xLzHOK7th7o,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/DcpRPRKEDfc.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/DcpRPRKEDfc.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/DcpRPRKEDfc.json
nWPWSAYwS4A,witch house,industrial,//Tense//,The Chain,12,20562,USYBL1002365,150.011795044,1.23752737045,0.731994152069,0.833580434322,0.391873180866,https://www.youtube.com/watch?v=nWPWSAYwS4A,spotify:playlist:0qRB6EMArr8xLzHOK7th7o,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/nWPWSAYwS4A.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/nWPWSAYwS4A.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/nWPWSAYwS4A.json
1rOnckIU4GQ,jungle,jungle,"Ram Trilogy,Andy C",No Reality (Andy C Remix),32,85438,GB5KW2000466,86.8534393311,1.05473530293,0.997865200043,0.109956465662,0.541331708431,https://www.youtube.com/watch?v=1rOnckIU4GQ,spotify:playlist:35Ezi6bCni1zwVOW2rOWDj,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/1rOnckIU4GQ.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/1rOnckIU4GQ.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/1rOnckIU4GQ.json
bGBRMhpalP8,jungle,jungle,DJ Die,Autumn - Commix Remix,23,8097,GBCEQ1400125,115.947891235,1.39074897766,0.042297758162,0.25514036417,0.977140665054,https://www.youtube.com/watch?v=bGBRMhpalP8,spotify:playlist:35Ezi6bCni1zwVOW2rOWDj,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/bGBRMhpalP8.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/bGBRMhpalP8.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/bGBRMhpalP8.json
7_rCrYYrKCQ,jungle,jungle,DJ Rap,Spiritual Aura - 94 Mix - Mixed,23,9819,GBEXH2000194,161.499816895,1.08410465717,0.954735040665,0.48959249258,0.390081077814,https://www.youtube.com/watch?v=7_rCrYYrKCQ,spotify:playlist:35Ezi6bCni1zwVOW2rOWDj,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/7_rCrYYrKCQ.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/7_rCrYYrKCQ.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/7_rCrYYrKCQ.json
LnEeFa8JTc0,jungle,jungle,Johnny Jungle,Johnny '94 - Dillinja Remix,23,67252,GBDLM1300441,106.218643188,1.08609247208,0.97995442152,0.0168358553201,0.65794044733,https://www.youtube.com/watch?v=LnEeFa8JTc0,spotify:playlist:35Ezi6bCni1zwVOW2rOWDj,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/LnEeFa8JTc0.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/LnEeFa8JTc0.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/LnEeFa8JTc0.json
yXlhl0dOQuQ,jungle,jungle,"Marvellous Cain,Cutty Ranks",The HitMan,23,23346,GB8KE1755591,161.516647339,1.22345995903,0.945608913898,0.301084548235,0.0791764855385,https://www.youtube.com/watch?v=yXlhl0dOQuQ,spotify:playlist:35Ezi6bCni1zwVOW2rOWDj,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/yXlhl0dOQuQ.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/yXlhl0dOQuQ.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/yXlhl0dOQuQ.json
FCtOPYDJv8A,ragga jungle,jungle,"Mooncat,Fak Scratch",Ready Or Not - Original Mix,34,44284,USLZJ1429410,172.265151978,1.22869515419,0.563711345196,0.00107093178667,0.870132446289,https://www.youtube.com/watch?v=FCtOPYDJv8A,spotify:playlist:1w8TCr2tpXhXXHLmYS5gkv,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/FCtOPYDJv8A.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/FCtOPYDJv8A.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/FCtOPYDJv8A.json
kgm3MAW0Fbs,ragga jungle,jungle,"Run Tingz Cru,Solo Banton,Lady Fyah",Took My Breath,32,55445,GBQZQ1200697,88.0067749023,1.32356345654,0.0812895148993,0.00336249894463,0.943502306938,https://www.youtube.com/watch?v=kgm3MAW0Fbs,spotify:playlist:1w8TCr2tpXhXXHLmYS5gkv,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/kgm3MAW0Fbs.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/kgm3MAW0Fbs.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/kgm3MAW0Fbs.json
8Ai8gK5bQPw,ragga jungle,jungle,Igit,My Home,31,49796,FR9W11305320,109.968475342,1.15322852135,0.538601338863,0.168405532837,0.28590887785,https://www.youtube.com/watch?v=8Ai8gK5bQPw,spotify:playlist:1w8TCr2tpXhXXHLmYS5gkv,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/8Ai8gK5bQPw.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/8Ai8gK5bQPw.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/8Ai8gK5bQPw.json
C___JX7YBag,ragga jungle,jungle,Bombah,Ain't Nothin,13,10842,USN351100012,105.986045837,1.18891060352,0.840574324131,0.342706382275,0.787943899632,https://www.youtube.com/watch?v=C___JX7YBag,spotify:playlist:1w8TCr2tpXhXXHLmYS5gkv,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/C___JX7YBag.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/C___JX7YBag.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/C___JX7YBag.json
aKRANFv_S60,death industrial,noise,Puce Mary,Red Desert,19,16244,DEX261800486,161.755142212,1.11697876453,0.991728901863,0.986668586731,0.278873294592,https://www.youtube.com/watch?v=aKRANFv_S60,spotify:playlist:5Wh6LBCI5BX6VVLfkcJ1g6,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/aKRANFv_S60.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/aKRANFv_S60.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/aKRANFv_S60.json
xTl_3TzRMi8,death industrial,noise,Genocide Organ,Klaus Barbie,14,9017,DEKB31010003,114.113487244,1.03360557556,0.99998575449,0.108208529651,0.152910917997,https://www.youtube.com/watch?v=xTl_3TzRMi8,spotify:playlist:5Wh6LBCI5BX6VVLfkcJ1g6,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/xTl_3TzRMi8.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/xTl_3TzRMi8.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/xTl_3TzRMi8.json
qR8FVEXC1jk,death industrial,noise,Lingua Ignota,FAITHFUL SERVANT FRIEND OF CHRIST,36,98651,USN681921501,139.400405884,0.941980242729,0.892782747746,0.911921679974,0.343759030104,https://www.youtube.com/watch?v=qR8FVEXC1jk,spotify:playlist:5Wh6LBCI5BX6VVLfkcJ1g6,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/qR8FVEXC1jk.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/qR8FVEXC1jk.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/qR8FVEXC1jk.json
A3EAujCdfJ4,death industrial,noise,The Body,Nothing Stirs,35,44365,USTJ21846005,105.013198853,1.39045262337,0.974011898041,0.130575031042,0.908721506596,https://www.youtube.com/watch?v=A3EAujCdfJ4,spotify:playlist:5Wh6LBCI5BX6VVLfkcJ1g6,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/A3EAujCdfJ4.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/A3EAujCdfJ4.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/A3EAujCdfJ4.json
zac9OIGy1Sc,death industrial,noise,The Body,A Lament,31,11430,USTJ22052501,150.160888672,1.05076754093,0.998715996742,0.169339582324,0.869334101677,https://www.youtube.com/watch?v=zac9OIGy1Sc,spotify:playlist:5Wh6LBCI5BX6VVLfkcJ1g6,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/zac9OIGy1Sc.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/zac9OIGy1Sc.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/zac9OIGy1Sc.json
cFwCpw8AQBg,japanoise,noise,Melt-Banana,"Shield for Your Eyes, A Beast in the Well on Your Hand",34,68222,US36X0400002,110.000968933,1.06629276276,0.5,0.737297415733,0.163477942348,https://www.youtube.com/watch?v=cFwCpw8AQBg,spotify:playlist:5EVoGPRq1fYIcLhFCUiydQ,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/cFwCpw8AQBg.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/cFwCpw8AQBg.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/cFwCpw8AQBg.json
BX1Ozr_CchM,japanoise,noise,Merzbow,Woodpecker No. 2,21,21133,US2649693702,144.691101074,0.973969995975,0.999677836895,0.000890035298653,0.152748122811,https://www.youtube.com/watch?v=BX1Ozr_CchM,spotify:playlist:5EVoGPRq1fYIcLhFCUiydQ,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/BX1Ozr_CchM.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/BX1Ozr_CchM.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/BX1Ozr_CchM.json
lfAEBcPwHKo,japanoise,noise,Zeni Geva,Dead Sun Rising,14,42473,US2B20413502,184.570724487,1.18436312675,0.773221433163,0.0406456701458,0.0928579047322,https://www.youtube.com/watch?v=lfAEBcPwHKo,spotify:playlist:5EVoGPRq1fYIcLhFCUiydQ,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/lfAEBcPwHKo.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/lfAEBcPwHKo.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/lfAEBcPwHKo.json
qB-ncBFUIps,japanoise,noise,"Hijokaidan,Jun Togawa",好き好き大好き,12,9016,JPTE01602700,78.7303848267,1.07097649574,0.999073982239,0.0128491101786,0.0769737660885,https://www.youtube.com/watch?v=qB-ncBFUIps,spotify:playlist:5EVoGPRq1fYIcLhFCUiydQ,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/qB-ncBFUIps.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/qB-ncBFUIps.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/qB-ncBFUIps.json
ByyNtQt6wXY,power electronics,noise,Ramleh,Bite The Bolster,24,8012,GBPYE1010020,132.986816406,1.02930438519,0.836723566055,0.533839702606,0.403377473354,https://www.youtube.com/watch?v=ByyNtQt6wXY,spotify:playlist:5kAulE1JAusA4SlfP0OjYG,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/ByyNtQt6wXY.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/ByyNtQt6wXY.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/ByyNtQt6wXY.json
VD4kBVlqevI,power electronics,noise,Alberich,Unity House,11,4813,USA2Z1900199,120.409339905,1.32046151161,0.99995392561,0.765141189098,0.928878843784,https://www.youtube.com/watch?v=VD4kBVlqevI,spotify:playlist:5kAulE1JAusA4SlfP0OjYG,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/VD4kBVlqevI.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/VD4kBVlqevI.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/VD4kBVlqevI.json
LhU0VQewP2o,power electronics,noise,Sodality,Challenger,16,5962,NLF711808021,127.99331665,1.14578104019,0.971529364586,0.243092909455,0.943063676357,https://www.youtube.com/watch?v=LhU0VQewP2o,spotify:playlist:5kAulE1JAusA4SlfP0OjYG,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/LhU0VQewP2o.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/LhU0VQewP2o.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/LhU0VQewP2o.json
NwhnrG7WyhE,power electronics,noise,Controlled Bleeding,Words of the Dying,14,40010,USI4R1014099,100.061408997,1.06157946587,0.310039609671,0.00182009360287,0.271331876516,https://www.youtube.com/watch?v=NwhnrG7WyhE,spotify:playlist:5kAulE1JAusA4SlfP0OjYG,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/NwhnrG7WyhE.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/NwhnrG7WyhE.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/NwhnrG7WyhE.json
cQ_fc6jMDcE,power electronics,noise,Ramleh,Product Of Fear,19,109010,GBPYE1010030,111.881088257,0.902289688587,0.990417480469,0.99531686306,0.0290970876813,https://www.youtube.com/watch?v=cQ_fc6jMDcE,spotify:playlist:5kAulE1JAusA4SlfP0OjYG,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/cQ_fc6jMDcE.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/cQ_fc6jMDcE.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/cQ_fc6jMDcE.json
daiMu8tvKAA,power noise,noise,Iszoloscope,Chronophage,11,20457,QMDA61518367,139.868423462,1.25271141529,0.999684453011,0.616979777813,0.82872658968,https://www.youtube.com/watch?v=daiMu8tvKAA,spotify:playlist:23j3NLoqFN0Z7z3rsCZH7Q,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/daiMu8tvKAA.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/daiMu8tvKAA.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/daiMu8tvKAA.json
j2jcm7LN3Ek,power noise,noise,Manufactura,The Whore's Lullaby,8,38099,QZFYZ2012278,129.93913269,1.66748309135,0.989437937737,0.0236391313374,0.75546836853,https://www.youtube.com/watch?v=j2jcm7LN3Ek,spotify:playlist:23j3NLoqFN0Z7z3rsCZH7Q,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/j2jcm7LN3Ek.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/j2jcm7LN3Ek.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/j2jcm7LN3Ek.json
Q9xT1VNFmmo,power noise,noise,Dive,Inside Your Head,14,9769,DEBZ72000310,107.824623108,1.25968050957,0.95071798563,0.0526703707874,0.435218989849,https://www.youtube.com/watch?v=Q9xT1VNFmmo,spotify:playlist:23j3NLoqFN0Z7z3rsCZH7Q,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/Q9xT1VNFmmo.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/Q9xT1VNFmmo.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/Q9xT1VNFmmo.json
O-2jLxxFnr0,power noise,noise,Stahlfrequenz,Maschinenfuehrer,8,20793,DEOV41100451,139.798324585,1.15170931816,0.984212100506,0.189351990819,0.190555244684,https://www.youtube.com/watch?v=O-2jLxxFnr0,spotify:playlist:23j3NLoqFN0Z7z3rsCZH7Q,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/O-2jLxxFnr0.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/O-2jLxxFnr0.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/O-2jLxxFnr0.json
vWcaD5b-L1Q,power noise,noise,Stendeck,Catch the Midnight Girl,29,42748,QM4TX1753013,127.525741577,1.37482237816,0.996914684772,0.913755774498,0.95804387331,https://www.youtube.com/watch?v=vWcaD5b-L1Q,spotify:playlist:23j3NLoqFN0Z7z3rsCZH7Q,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/vWcaD5b-L1Q.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/vWcaD5b-L1Q.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/vWcaD5b-L1Q.json
pEySjaLEff8,plunderphonics,plunderphonics,"People Like Us,Cindy Dickenson",Midnight Lover - Remix,34,11169,AURH00300124,132.440689087,1.20980501175,0.0553271062672,0.133113130927,0.868503808975,https://www.youtube.com/watch?v=pEySjaLEff8,spotify:playlist:7mknhkyxBSQoGbmO6STTog,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/pEySjaLEff8.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/pEySjaLEff8.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/pEySjaLEff8.json
Kai-mgp8cEw,plunderphonics,plunderphonics,Negativland,Drink It Up,16,32589,US2830401702,119.067947388,1.3692895174,0.178295403719,0.00228871451691,0.089767023921,https://www.youtube.com/watch?v=Kai-mgp8cEw,spotify:playlist:7mknhkyxBSQoGbmO6STTog,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/Kai-mgp8cEw.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/Kai-mgp8cEw.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/Kai-mgp8cEw.json
ZT4daavZz_4,plunderphonics,plunderphonics,"People Like Us,Cindy Dickenson",Reincarnation,25,120786,AURH00300125,135.003692627,1.30251181126,0.0866379141808,0.0561819560826,0.557195663452,https://www.youtube.com/watch?v=ZT4daavZz_4,spotify:playlist:7mknhkyxBSQoGbmO6STTog,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/ZT4daavZz_4.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/ZT4daavZz_4.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/ZT4daavZz_4.json
JNR4PHyvXeQ,plunderphonics,plunderphonics,Negativland,Christianity Is Stupid,13,7627,US2830400614,90.8747940063,1.15555381775,0.715616464615,0.0907813683152,0.0205227024853,https://www.youtube.com/watch?v=JNR4PHyvXeQ,spotify:playlist:7mknhkyxBSQoGbmO6STTog,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/JNR4PHyvXeQ.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/JNR4PHyvXeQ.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/JNR4PHyvXeQ.json
c4oxoJ4FvNE,acid techno,techno,Primal Code,White River,18,16037,NLCK41050125,126.03842926,2.01114487648,0.235717386007,0.948695957661,0.905150234699,https://www.youtube.com/watch?v=c4oxoJ4FvNE,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/c4oxoJ4FvNE.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/c4oxoJ4FvNE.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/c4oxoJ4FvNE.json
NWsm7JsU2sw,acid techno,techno,Rune Bagge,Reload,15,16478,NLCK41051210,139.83291626,1.24401473999,0.99739921093,0.0417576730251,0.54741615057,https://www.youtube.com/watch?v=NWsm7JsU2sw,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/NWsm7JsU2sw.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/NWsm7JsU2sw.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/NWsm7JsU2sw.json
wP5oKyxbFWo,acid techno,techno,Insolate,Retrograde Motion,14,10449,DEAE62000049,134.995834351,1.1426217556,0.999943733215,0.64959603548,0.440669924021,https://www.youtube.com/watch?v=wP5oKyxbFWo,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/wP5oKyxbFWo.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/wP5oKyxbFWo.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/wP5oKyxbFWo.json
D6d42jydOxg,acid techno,techno,Cardao,Acid Andromeda,14,19167,DEW871901537,127.998794556,1.14984691143,0.987365603447,0.0205567665398,0.414988696575,https://www.youtube.com/watch?v=D6d42jydOxg,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/D6d42jydOxg.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/D6d42jydOxg.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/D6d42jydOxg.json
V8GmZ99n1mA,acid techno,techno,Arnaud Le Texier,Grunge,10,4769,GBBVL1905631,135.002609253,1.1312482357,0.99970883131,0.219483584166,0.911483347416,https://www.youtube.com/watch?v=V8GmZ99n1mA,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/V8GmZ99n1mA.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/V8GmZ99n1mA.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/V8GmZ99n1mA.json
1usx9oIdUpc,ambient techno,techno,Polygon Window,Polygon Window,8,12796,GBBPW9300001,133.674041748,1.36391079426,7.99813847152e-07,0.0327702127397,0.545119285583,https://www.youtube.com/watch?v=1usx9oIdUpc,spotify:playlist:4K8cqoXccxo7fPmBEqVKQm,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/1usx9oIdUpc.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/1usx9oIdUpc.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/1usx9oIdUpc.json
kouLBbJ3mJU,ambient techno,techno,Spacetime Continuum,Fluresence - Mixed,34,18618,DEG931992249,184.570358276,0.970804929733,0.992101192474,0.973832070827,0.856667816639,https://www.youtube.com/watch?v=kouLBbJ3mJU,spotify:playlist:4K8cqoXccxo7fPmBEqVKQm,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/kouLBbJ3mJU.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/kouLBbJ3mJU.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/kouLBbJ3mJU.json
Tc2uq6Wrbzw,ambient techno,techno,Dorisburg,Rytm804 - Mixed,32,6129,DEG931992254,125.320716858,1.91662108898,0.905305027962,0.717202425003,0.552946686745,https://www.youtube.com/watch?v=Tc2uq6Wrbzw,spotify:playlist:4K8cqoXccxo7fPmBEqVKQm,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/Tc2uq6Wrbzw.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/Tc2uq6Wrbzw.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/Tc2uq6Wrbzw.json
HrycygWeYDc,ambient techno,techno,Steve Hauschildt,Subtractive Skies,31,9026,US2J71904602,69.0240936279,1.38696980476,0.999160885811,0.999999701977,0.82268434763,https://www.youtube.com/watch?v=HrycygWeYDc,spotify:playlist:4K8cqoXccxo7fPmBEqVKQm,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/HrycygWeYDc.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/HrycygWeYDc.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/HrycygWeYDc.json
4yPcoylvk7Y,bleep techno,techno,"Aleksi Perälä,Len Faki",UK74R1409047 - Len Faki Deepspace Mix,26,20347,DECY51702042,129.91104126,1.89811241627,0.992355048656,0.999988615513,0.663445949554,https://www.youtube.com/watch?v=4yPcoylvk7Y,spotify:playlist:74l4cXfulumPoQ7EyasgY8,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/4yPcoylvk7Y.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/4yPcoylvk7Y.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/4yPcoylvk7Y.json
s1D9jt3dsJ8,bleep techno,techno,Neil Landstrumm,Tension In New York - Original Mix,17,5664,DEK601820032,133.302139282,1.13292241096,0.992699682713,0.350686997175,0.945152819157,https://www.youtube.com/watch?v=s1D9jt3dsJ8,spotify:playlist:74l4cXfulumPoQ7EyasgY8,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/s1D9jt3dsJ8.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/s1D9jt3dsJ8.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/s1D9jt3dsJ8.json
e3lQEbhxc_4,bleep techno,techno,Urban Hype,The Feeling,16,15257,NLG620482094,133.764053345,1.29994380474,7.99813847152e-07,0.153558328748,0.992145061493,https://www.youtube.com/watch?v=e3lQEbhxc_4,spotify:playlist:74l4cXfulumPoQ7EyasgY8,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/e3lQEbhxc_4.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/e3lQEbhxc_4.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/e3lQEbhxc_4.json
